Nro_Veces_cob;Estado_Credit;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Estatus;Activación;Tipo_contacto;Cod_cliente;Mora
<=10;0;<24, 48];Febrero;1603.51;0;0;17/02/2014;9;MCF  Msj Con Familiar;11370.2;BT;2013;CNE;C03084;1
>10;0;<24, 48];Febrero;442.67;216.72;439.09;10/02/2014;13;MCT  Msj Con Terceros;2914.68;BT;2012;CNE;C03085;1
<=10;0;<24, 48];Febrero;1327.67;0;0;14/02/2014;8;MCF  Msj Con Familiar;9910.23;BT;2013;CNE;C03086;1
<=10;0;<24, 48];Febrero;1355.63;2038.72;0;3/02/2014;17;MCT  Msj Con Terceros;22222.8;BT;2013;CNE;C03089;0
<=10;0;<=24;Febrero;353.86;549.69;262.05;6/02/2014;13;PAR  Promesa Parcial;14767;BT;2013;CEF;C03090;0
<=10;0;<=24;Febrero;619.6;1243.52;1875.48;3/02/2014;16;PDP  Promesa De Pago;5032.1;BT;2013;CEF;C03091;0
<=10;0;<24, 48];Febrero;100;363.6;363.6;5/02/2014;7;PDP  Promesa De Pago;8650.55;BT;2013;CEF;C03092;0
<=10;0;>48;Febrero;2360.3;0;0;5/02/2014;13;MCC  Msj Con Comp De Trab;44067.8;BT;2013;CNE;C03093;1
<=10;0;>48;Febrero;2360.3;0;0;6/02/2014;15;MCC  Msj Con Comp De Trab;44067.8;BT;2013;CNE;C03094;1
>10;0;<24, 48];Febrero;550.99;1103.49;1660.56;13/02/2014;9;MCT  Msj Con Terceros;12518.8;BT;2012;CNE;C03096;0
>10;0;<24, 48];Febrero;455.44;0;463.79;12/02/2014;10;MCF  Msj Con Familiar;2385.11;BT;2010;CNE;C03097;0
>10;0;<24, 48];Febrero;455.44;0;463.79;14/02/2014;11;MCT  Msj Con Terceros;2385.11;BT;2010;CNE;C03098;0
>10;0;<24, 48];Febrero;853.81;0;0;4/02/2014;9;MCF  Msj Con Familiar;6920.92;BT;2011;CNE;C03099;1
>10;0;<24, 48];Febrero;853.81;0;0;10/02/2014;13;MCF  Msj Con Familiar;6920.92;BT;2011;CNE;C03100;1
>10;0;>48;Febrero;809.45;0;0;11/02/2014;16;TAT  Tratamiento al Titu;13161.6;BT;2010;CEF;C03101;0
<=10;0;>48;Febrero;484.85;486.41;990.27;4/02/2014;15;MCF  Msj Con Familiar;9823.14;BT;2012;CNE;C03102;0
<=10;0;<24, 48];Febrero;776.61;1556.55;2344.56;4/02/2014;16;MCT  Msj Con Terceros;28329;BT;2013;CNE;C03105;0
<=10;0;>48;Febrero;268.96;216.61;270.33;7/02/2014;15;MCT  Msj Con Terceros;4631.39;BT;2011;CNE;C03106;0
<=10;0;>48;Febrero;268.96;216.61;270.33;7/02/2014;20;MCF  Msj Con Familiar;4631.39;BT;2011;CNE;C03107;0
<=10;0;<=24;Febrero;634.61;0;0;18/02/2014;19;MCT  Msj Con Terceros;634.94;BT;2013;CNE;C03108;1
>10;0;>48;Febrero;741.82;0;0;14/02/2014;12;MCT  Msj Con Terceros;14213.8;BT;2011;CNE;C03110;0
<=10;0;<24, 48];Febrero;772.53;773.64;1.65;10/02/2014;8;TAT  Tratamiento al Titu;24814;BT;2013;CEF;C03111;0
<=10;1;<24, 48];Febrero;772.53;773.64;1.65;28/02/2014;11;PDP  Promesa De Pago;24814;BT;2013;CEF;C03112;0
<=10;0;<24, 48];Febrero;1293.62;0;0;6/02/2014;7;TELF. NO CORRESPONDE;11342.3;BT;2013;CNE;C03113;1
<=10;0;<24, 48];Febrero;1293.62;0;0;10/02/2014;17;MCT  Msj Con Terceros;11342.3;BT;2013;CNE;C03114;1
>10;1;<24, 48];Febrero;1142.33;0;0;11/02/2014;11;MCC  Msj Con Comp De Trab;12817.1;BT;2012;CNE;C03115;1
<=10;0;>48;Febrero;766.81;1539.01;2320.01;6/02/2014;7;TAT  Tratamiento al Titu;21806.2;BT;2012;CEF;C03116;0
<=10;0;<24, 48];Febrero;1145.86;0;0;5/02/2014;12;MCF  Msj Con Familiar;9734.04;BT;2013;CNE;C03117;1
<=10;0;<24, 48];Febrero;112.99;226.32;340.6;21/02/2014;19;MCF  Msj Con Familiar;2185.86;BT;2012;CNE;C03118;0
<=10;0;<24, 48];Febrero;154.51;310.18;467.19;11/02/2014;9;TELF. NO CORRESPONDE;973.42;BT;2011;CNE;C03122;0
<=10;0;<24, 48];Febrero;154.51;310.18;467.19;17/02/2014;12;MCV  Msj Con Vecino;973.42;BT;2011;CNE;C03123;0
>10;0;<24, 48];Febrero;29.23;2817.96;2816.68;10/02/2014;20;MCF  Msj Con Familiar;42447.8;BT;2012;CNE;C03124;0
<=10;0;<24, 48];Febrero;1117.47;0;0;10/02/2014;19;TAT  Tratamiento al Titu;6776.64;BT;2012;CEF;C03131;1
<=10;0;<24, 48];Febrero;1117.47;0;0;26/02/2014;14;TAT  Tratamiento al Titu;6776.64;BT;2012;CEF;C03132;1
<=10;0;>48;Febrero;520.34;1052.58;100.41;21/02/2014;9;TELF. NO CORRESPONDE;11569.9;BT;2012;CNE;C03133;0
<=10;0;>48;Febrero;793.42;1593.95;0;7/02/2014;10;MCT  Msj Con Terceros;29629;BT;2013;CNE;C03134;0
<=10;0;>48;Febrero;1843.25;0;0;5/02/2014;15;MCV  Msj Con Vecino;12343.7;BT;2012;CNE;C03136;1
<=10;0;<24, 48];Febrero;1897.41;0;0;10/02/2014;18;MCF  Msj Con Familiar;17560.7;BT;2012;CNE;C03137;1
<=10;0;<24, 48];Febrero;1897.41;0;0;13/02/2014;19;MCF  Msj Con Familiar;17560.7;BT;2012;CNE;C03138;1
<=10;0;>48;Febrero;2103.23;4270.51;0;21/02/2014;15;TAT sin contacto con Titular;78629.4;BT;2012;CNE;C03141;0
>10;0;>48;Febrero;339.79;0.47;340.24;25/02/2014;10;MCO  Msj Con Conyuge;3683.33;BT;2010;CEF;C03142;0
>10;0;<24, 48];Febrero;414.2;413.92;0.58;7/02/2014;7;PDP  Promesa De Pago;3621.03;BT;2011;CEF;C03143;0
<=10;0;<24, 48];Febrero;440.25;0;0;20/02/2014;10;MCT  Msj Con Terceros;8643.34;BT;2013;CNE;C03144;0
>10;0;<24, 48];Febrero;31.03;31.19;31.43;7/02/2014;11;MCT  Msj Con Terceros;2616.94;BT;2012;CNE;C03146;0
<=10;0;<24, 48];Febrero;1129.54;0;0;3/02/2014;15;MCE  Msj Con Empleada;29814.7;BT;2012;CNE;C03147;0
<=10;0;<24, 48];Febrero;1129.54;0;0;5/02/2014;13;MCT  Msj Con Terceros;29814.7;BT;2012;CNE;C03148;0
<=10;0;<24, 48];Febrero;1129.54;0;0;11/02/2014;17;MCT  Msj Con Terceros;29814.7;BT;2012;CNE;C03149;0
<=10;0;<24, 48];Febrero;1129.54;0;0;12/02/2014;7;MCT  Msj Con Terceros;29814.7;BT;2012;CNE;C03150;0
<=10;0;<24, 48];Febrero;1129.54;0;0;17/02/2014;14;MCT  Msj Con Terceros;29814.7;BT;2012;CNE;C03151;0
<=10;0;<24, 48];Febrero;1129.54;0;0;18/02/2014;8;TELF. NO CORRESPONDE;29814.7;BT;2012;CNE;C03152;0
<=10;1;>48;Febrero;212.75;411.61;228.11;21/02/2014;19;MCT  Msj Con Terceros;25901.3;BT;2012;CNE;C03153;0
<=10;0;<=24;Febrero;334.37;704.37;1066.82;13/02/2014;8;MCT  Msj Con Terceros;1010.4;BT;2013;CNE;C03155;0
>10;0;>48;Febrero;450.78;0;454.04;4/02/2014;7;MCT  Msj Con Terceros;5264.42;BT;2011;CNE;C03156;0
<=10;0;<=24;Febrero;748.64;0;0;5/02/2014;12;MCT  Msj Con Terceros;4015.72;BT;2013;CNE;C03157;1
<=10;0;<=24;Febrero;748.64;0;0;6/02/2014;11;MCT  Msj Con Terceros;4015.72;BT;2013;CNE;C03158;1
<=10;0;>48;Febrero;878.11;0;0;4/02/2014;14;PDP  Promesa De Pago;27512.6;BT;2013;CEF;C03159;0
<=10;0;>48;Febrero;343.24;345.55;342.56;18/02/2014;15;MCF  Msj Con Familiar;7144.58;BT;2012;CNE;C03160;1
>10;0;<24, 48];Febrero;686.4;0;0;18/02/2014;9;TELF. NO CORRESPONDE;1504.01;BT;2010;CNE;C03162;1
>10;0;>48;Febrero;349.17;0;0;20/02/2014;8;MCT  Msj Con Terceros;4745.95;BT;2011;CNE;C03163;0
<=10;0;<=24;Febrero;43.73;0.71;70.63;11/02/2014;20;TAT  Tratamiento al Titu;686.61;BT;2012;CEF;C03165;0
<=10;0;<24, 48];Febrero;1341.89;0;0;5/02/2014;9;MCF  Msj Con Familiar;12268.4;BT;2013;CNE;C03166;1
<=10;0;<24, 48];Febrero;1341.89;0;0;11/02/2014;8;MCT  Msj Con Terceros;12268.4;BT;2013;CNE;C03167;1
<=10;0;<24, 48];Febrero;472.33;0;0;12/02/2014;9;MCF  Msj Con Familiar;10043;BT;2012;CNE;C03168;0
<=10;0;<24, 48];Febrero;493.99;994.92;0;10/02/2014;20;MCF  Msj Con Familiar;10609.8;BT;2012;CNE;C03171;0
>10;0;<24, 48];Febrero;323.28;322.93;0;19/02/2014;7;MCT  Msj Con Terceros;1556.67;BT;2011;CNE;C03172;0
>10;0;<24, 48];Febrero;340.23;0;1023.38;3/02/2014;15;MCT  Msj Con Terceros;3950.97;BT;2012;CNE;C03173;0
>10;0;<24, 48];Febrero;340.23;0;1023.38;10/02/2014;13;TELF. NO CORRESPONDE;3950.97;BT;2012;CNE;C03174;0
>10;0;<24, 48];Febrero;340.23;0;1023.38;19/02/2014;14;TELF. NO CORRESPONDE;3950.97;BT;2012;CNE;C03175;0
<=10;0;>48;Febrero;4129.74;0;0;3/02/2014;13;TELF. NO CORRESPONDE;54010.5;BT;2011;CNE;C03176;1
<=10;0;>48;Febrero;4129.74;0;0;3/02/2014;17;MCT  Msj Con Terceros;54010.5;BT;2011;CNE;C03177;1
<=10;0;>48;Febrero;4129.74;0;0;7/02/2014;9;MCT  Msj Con Terceros;54010.5;BT;2011;CNE;C03178;1
<=10;0;>48;Febrero;4129.74;0;0;18/02/2014;18;MCT  Msj Con Terceros;54010.5;BT;2011;CNE;C03179;1
<=10;0;<24, 48];Febrero;788.37;0;0;7/02/2014;12;CIH  Generar Cita;2557.18;BT;2010;CNE;C03180;1
<=10;0;<24, 48];Febrero;788.37;0;0;11/02/2014;7;MCF  Msj Con Familiar;2557.18;BT;2010;CNE;C03181;1
>10;0;<24, 48];Febrero;305.98;301.44;296.75;3/02/2014;11;PDP  Promesa De Pago;4994.51;BT;2012;CEF;C03182;0
<=10;0;>48;Febrero;125.57;1015.13;161.81;6/02/2014;8;MCT  Msj Con Terceros;23367.7;BT;2012;CNE;C03183;0
<=10;0;>48;Febrero;125.57;1015.13;161.81;13/02/2014;12;MCT  Msj Con Terceros;23367.7;BT;2012;CNE;C03184;0
<=10;0;<24, 48];Febrero;179.64;359.48;179.62;3/02/2014;15;MCT  Msj Con Terceros;1664.92;BT;2011;CNE;C03185;0
<=10;0;<24, 48];Febrero;249.19;528.92;808.65;19/02/2014;10;MCO  Msj Con Conyuge;4050.63;BT;2012;CEF;C03186;0
<=10;0;<24, 48];Febrero;249.19;528.92;808.65;6/02/2014;13;MCF  Msj Con Familiar;4050.63;BT;2012;CNE;C03187;0
<=10;0;>48;Febrero;24.22;0;0;11/02/2014;9;TAT  Tratamiento al Titu;12275.7;BT;2011;CEF;C03188;0
<=10;0;>48;Febrero;24.22;0;0;20/02/2014;8;MCF  Msj Con Familiar;12275.7;BT;2011;CNE;C03189;0
<=10;0;>48;Febrero;24.22;0;0;21/02/2014;8;MCF  Msj Con Familiar;12275.7;BT;2011;CNE;C03190;0
<=10;0;<24, 48];Febrero;210.82;989.97;1138.96;6/02/2014;14;TELF. NO CORRESPONDE;24838.2;BT;2012;CNE;C03192;0
<=10;0;>48;Febrero;300.2;0;0;11/02/2014;8;TAT  Tratamiento al Titu;17499.7;BT;2012;CEF;C03193;0
>10;0;>48;Febrero;545.07;589.23;229.34;13/02/2014;9;PDP  Promesa De Pago;17042.6;BT;2012;CEF;C03194;0
<=10;0;<24, 48];Febrero;450.74;446.9;426.47;21/02/2014;9;MCF  Msj Con Familiar;11884.3;BT;2013;CNE;C03195;0
<=10;0;<24, 48];Febrero;349.19;314.48;0;26/02/2014;19;TELF. NO CORRESPONDE;24430.7;BT;2013;CNE;C03196;0
<=10;0;<24, 48];Febrero;3162.86;0;0;6/02/2014;17;TELF. NO CORRESPONDE;24171.9;BT;2012;CNE;C03197;1
<=10;0;<24, 48];Febrero;684.14;736.88;1476.86;12/02/2014;16;TAT  Tratamiento al Titu;8156.86;BT;2011;CEF;C03199;0
<=10;0;>48;Febrero;660.01;657.07;651.17;13/02/2014;10;MCT  Msj Con Terceros;19569.1;BT;2012;CNE;C03200;0
<=10;0;<=24;Febrero;1555.33;0;0;5/02/2014;12;MCF  Msj Con Familiar;12478.5;BT;2013;CNE;C03201;1
<=10;0;<=24;Febrero;1555.33;0;0;6/02/2014;11;MCF  Msj Con Familiar;12478.5;BT;2013;CNE;C03202;1
<=10;0;<=24;Febrero;1555.33;0;0;10/02/2014;7;MCF  Msj Con Familiar;12478.5;BT;2013;CNE;C03203;1
>10;0;<24, 48];Febrero;1184.8;0;0;18/02/2014;13;PAR  Promesa Parcial;12987.6;BT;2011;CEF;C03204;1
>10;0;<24, 48];Febrero;1184.8;0;0;28/02/2014;9;TAT  Tratamiento al Titu;12987.6;BT;2011;CEF;C03205;1
<=10;0;<=24;Febrero;365;554.74;644.31;11/02/2014;7;TAT  Tratamiento al Titu;779.79;BT;2012;CEF;C03206;1
<=10;0;<=24;Febrero;365;554.74;644.31;17/02/2014;14;MCT  Msj Con Terceros;779.79;BT;2012;CNE;C03207;1
>10;1;>48;Febrero;1070.01;0;0;13/02/2014;12;PAR  Promesa Parcial;14746.1;BT;2012;CEF;C03208;1
<=10;0;>48;Febrero;1321.45;0;1141.86;10/02/2014;16;MCT  Msj Con Terceros;7124.24;BT;2010;CNE;C03210;1
<=10;0;<24, 48];Febrero;534.05;57.67;90.94;3/02/2014;9;PDP  Promesa De Pago;34551;BT;2013;CEF;C03212;0
<=10;0;<24, 48];Febrero;365.68;366.07;732.57;24/02/2014;7;PDP  Promesa De Pago;4256.47;BT;2012;CEF;C03214;0
<=10;0;<24, 48];Febrero;296.18;0;260.08;11/02/2014;8;TELF. NO CORRESPONDE;6631.9;BT;2013;CNE;C03217;0
>10;0;<24, 48];Febrero;112.86;237.76;0;10/02/2014;9;MCF  Msj Con Familiar;3909.59;BT;2012;CNE;C03218;0
<=10;0;<24, 48];Febrero;761.16;1529.83;2306.47;13/02/2014;15;TELF. NO CORRESPONDE;22056.9;BT;2013;CNE;C03219;0
<=10;0;>48;Febrero;514.83;1189.26;677.46;13/02/2014;11;MCF  Msj Con Familiar;16950.5;BT;2012;CNE;C03221;0
<=10;0;>48;Febrero;82.52;0;105.2;21/02/2014;10;MCO  Msj Con Conyuge;8802.09;BT;2013;CEF;C03222;0
<=10;0;<24, 48];Febrero;174.73;729.68;559.7;24/02/2014;15;MCF  Msj Con Familiar;9302.95;BT;2011;CNE;C03223;0
<=10;0;<=24;Febrero;689.19;0;0;11/02/2014;7;TELF. NO CORRESPONDE;7433.1;BT;2013;CNE;C03224;0
>10;0;<24, 48];Febrero;151.28;302.97;455.69;7/02/2014;15;MCT  Msj Con Terceros;975.16;BT;2011;CNE;C03233;0
>10;0;<24, 48];Febrero;1228.78;1848.83;1420.46;12/02/2014;15;MCT  Msj Con Terceros;2524.52;BT;2011;CNE;C03235;1
<=10;0;<24, 48];Febrero;375.73;372.82;750.86;3/02/2014;13;PDP  Promesa De Pago;8617.33;BT;2013;CEF;C03238;0
<=10;0;<=24;Febrero;297.25;548.05;626.42;11/02/2014;20;RPP  Recordar Promesa;1310.29;BT;2012;CEF;C03239;1
<=10;0;<24, 48];Febrero;227;0.85;233.12;5/02/2014;12;MCT  Msj Con Terceros;4926.25;BT;2013;CNE;C03240;1
>10;0;<24, 48];Febrero;588.1;0;0;12/02/2014;12;PAR  Promesa Parcial;2580.83;BT;2011;CEF;C03242;1
<=10;0;<24, 48];Febrero;579.16;869.95;580.17;14/02/2014;12;MCF  Msj Con Familiar;6950.1;BT;2013;CNE;C03245;1
>10;0;>48;Febrero;357.75;355.97;0;6/02/2014;10;TAT  Tratamiento al Titu;5806.85;BT;2011;CEF;C03246;0
<=10;0;>48;Febrero;344.32;711.72;0;11/02/2014;10;MCT  Msj Con Terceros;9638.41;BT;2013;CNE;C03247;0
<=10;0;>48;Febrero;1320.99;526.2;1161.48;5/02/2014;17;TAT sin contacto con Titular;43922;BT;2013;CNE;C03248;0
<=10;0;>48;Febrero;754.79;1484.1;0;11/02/2014;16;TAT  Tratamiento al Titu;55651.2;BT;2013;CEF;C03249;0
<=10;0;>48;Febrero;754.79;1484.1;0;12/02/2014;16;TAT  Tratamiento al Titu;55651.2;BT;2013;CEF;C03250;1
<=10;0;>48;Febrero;2096.71;0;0;3/02/2014;15;MCF  Msj Con Familiar;58189.1;BT;2013;CNE;C03251;0
<=10;0;<24, 48];Febrero;910.71;0;0;12/02/2014;12;MCF  Msj Con Familiar;7719.81;BT;2013;CNE;C03252;1
<=10;0;>48;Febrero;4749.85;0;0;5/02/2014;7;MCT  Msj Con Terceros;57880.5;BT;2013;CNE;C03255;1
<=10;0;>48;Febrero;4749.85;0;0;5/02/2014;11;CIH  Generar Cita;57880.5;BT;2013;CNE;C03256;1
>10;0;>48;Febrero;216.75;216.2;324.53;20/02/2014;18;MCC  Msj Con Comp De Trab;2317.4;BT;2012;CNE;C03257;1
<=10;0;>48;Febrero;172.79;0;0;10/02/2014;10;PDP  Promesa De Pago;9828.78;BT;2012;CEF;C03258;0
>10;0;<24, 48];Febrero;136.51;0;0;4/02/2014;10;MCT  Msj Con Terceros;787.97;BT;2011;CNE;C03259;0
<=10;0;<24, 48];Febrero;523.57;40.84;45.44;6/02/2014;9;MCF  Msj Con Familiar;14654.5;BT;2013;CNE;C03261;0
<=10;0;<=24;Febrero;770.18;0;0;11/02/2014;20;PAR  Promesa Parcial;1317.27;BT;2013;CEF;C03262;1
<=10;0;<=24;Febrero;1056.53;1057.64;0;5/02/2014;18;IPN  Inbound Pdp de Neg;1055.42;BT;2013;CEF;C03263;1
<=10;0;<=24;Febrero;1056.53;1057.64;0;6/02/2014;18;MCT  Msj Con Terceros;1055.42;BT;2013;CNE;C03264;1
>10;0;>48;Febrero;2145.75;0;0;6/02/2014;19;TAT  Tratamiento al Titu;22965.2;BT;2012;CEF;C03267;1
<=10;0;<24, 48];Febrero;633.75;838.32;809.91;3/02/2014;16;MCF  Msj Con Familiar;19396.5;BT;2013;CNE;C03268;0
<=10;0;<24, 48];Febrero;633.75;838.32;809.91;6/02/2014;14;TAT sin contacto con Titular;19396.5;BT;2013;CNE;C03269;0
<=10;0;>48;Febrero;300.99;0;0;11/02/2014;14;TELF. NO CORRESPONDE;13127.5;BT;2012;CNE;C03270;0
<=10;0;>48;Febrero;300.99;0;0;18/02/2014;16;TELF. NO CORRESPONDE;13127.5;BT;2012;CNE;C03271;0
<=10;0;>48;Febrero;300.99;0;0;21/02/2014;7;TELF. NO CORRESPONDE;13127.5;BT;2012;CNE;C03272;0
<=10;0;<24, 48];Febrero;1033.17;0;0;7/02/2014;15;MCT  Msj Con Terceros;8968.05;BT;2013;CNE;C03274;1
<=10;0;>48;Febrero;1153.22;0;0;6/02/2014;11;TAT  Tratamiento al Titu;57677.5;BT;2013;CEF;C03275;0
<=10;0;>48;Febrero;1153.22;0;0;10/02/2014;11;TAT  Tratamiento al Titu;57677.5;BT;2013;CEF;C03276;0
>10;0;>48;Febrero;281.53;1969.42;1840.59;7/02/2014;11;MCT  Msj Con Terceros;62874.9;BT;2012;CNE;C03277;0
>10;0;<24, 48];Febrero;553.43;555.53;555.75;5/02/2014;16;TAT  Tratamiento al Titu;9303.07;BT;2011;CEF;C03278;0
<=10;0;<24, 48];Febrero;1067.45;0;0;19/02/2014;12;MCT  Msj Con Terceros;8836.17;BT;2012;CNE;C03279;1
<=10;0;<24, 48];Febrero;1067.45;0;0;21/02/2014;14;MCT  Msj Con Terceros;8836.17;BT;2012;CNE;C03280;1
>10;0;<24, 48];Febrero;1053.77;523.77;290.24;5/02/2014;17;TAT sin contacto con Titular;13001.3;BT;2012;CNE;C03281;0
>10;0;<24, 48];Febrero;1053.77;523.77;290.24;10/02/2014;7;PDP  Promesa De Pago;13001.3;BT;2012;CEF;C03282;0
<=10;0;<24, 48];Febrero;263.66;264.4;265.13;17/02/2014;10;MCT  Msj Con Terceros;5977.2;BT;2013;CNE;C03283;0
>10;0;<24, 48];Febrero;179.11;360.33;542.75;3/02/2014;15;PDP  Promesa De Pago;1294.63;BT;2011;CEF;C03284;0
>10;0;<24, 48];Febrero;179.11;360.33;542.75;12/02/2014;7;MCT  Msj Con Terceros;1294.63;BT;2011;CNE;C03285;0
>10;0;<24, 48];Febrero;179.11;360.33;542.75;17/02/2014;17;MCC  Msj Con Comp De Trab;1294.63;BT;2011;CNE;C03286;0
<=10;0;<24, 48];Febrero;251.43;503.45;254.54;13/02/2014;9;TAT  Tratamiento al Titu;5583.86;BT;2013;CEF;C03290;0
>10;0;>48;Febrero;540.28;541.48;543.01;20/02/2014;7;MCT  Msj Con Terceros;10730;BT;2012;CNE;C03293;0
<=10;1;<24, 48];Febrero;2370.73;0;0;14/02/2014;19;PAR  Promesa Parcial;23991.4;BT;2013;CEF;C03296;1
>10;0;<24, 48];Febrero;227.8;226.16;455.42;3/02/2014;8;MCT  Msj Con Terceros;1309.14;BT;2011;CNE;C03297;1
>10;0;<24, 48];Febrero;3042.19;0;0;5/02/2014;8;MCF  Msj Con Familiar;7749.97;BT;2010;CNE;C03298;1
>10;0;<24, 48];Febrero;449.89;449.72;450.17;3/02/2014;11;MCF  Msj Con Familiar;3486.65;BT;2011;CNE;C03300;0
<=10;0;<24, 48];Febrero;263.57;0;0;3/02/2014;13;PDP  Promesa De Pago;3698.43;BT;2012;CEF;C03301;0
<=10;0;<24, 48];Febrero;68.55;0;0;3/02/2014;19;TELF. NO CORRESPONDE;3030.86;BT;2012;CNE;C03302;0
<=10;0;<=24;Febrero;142.71;0;249.16;6/02/2014;7;PDP  Promesa De Pago;2406.35;BT;2012;CEF;C03304;0
<=10;0;<=24;Febrero;142.71;0;249.16;25/02/2014;14;MCF  Msj Con Familiar;2406.35;BT;2012;CNE;C03305;0
<=10;0;>48;Febrero;253.59;420.89;842.13;13/02/2014;14;MCT  Msj Con Terceros;9250.77;BT;2012;CNE;C03307;0
<=10;0;<24, 48];Febrero;1316.31;0;0;5/02/2014;11;MCC  Msj Con Comp De Trab;7024.03;BT;2012;CNE;C03308;1
>10;0;>48;Febrero;908.81;0;0;3/02/2014;12;TAT  Tratamiento al Titu;13138.4;BT;2011;CEF;C03309;0
<=10;0;<24, 48];Febrero;244.99;0;248.72;12/02/2014;16;MCF  Msj Con Familiar;5356.98;BT;2013;CNE;C03311;0
<=10;0;>48;Febrero;1318.35;0;530.85;3/02/2014;8;MCF  Msj Con Familiar;37882.9;BT;2013;CNE;C03313;0
<=10;0;<24, 48];Febrero;288.38;124.44;79.87;11/02/2014;7;PAR  Promesa Parcial;5024.95;BT;2012;CEF;C03315;0
<=10;0;<24, 48];Febrero;249.09;295.83;293.38;18/02/2014;9;TAT  Tratamiento al Titu;6871.82;BT;2013;CEF;C03316;0
<=10;0;>48;Febrero;892.78;0;0;12/02/2014;12;MCC  Msj Con Comp De Trab;27156;BT;2013;CNE;C03318;0
<=10;0;<24, 48];Febrero;1209.57;0;1823.84;3/02/2014;13;MCF  Msj Con Familiar;13140.6;BT;2013;CNE;C03319;1
<=10;0;<24, 48];Febrero;771.7;0;0;12/02/2014;12;TAT  Tratamiento al Titu;7960.81;BT;2013;CEF;C03320;1
<=10;0;<24, 48];Febrero;1494.82;0;0;4/02/2014;17;MCF  Msj Con Familiar;15207.4;BT;2011;CNE;C03321;1
<=10;0;<24, 48];Febrero;1494.82;0;0;12/02/2014;11;MCT  Msj Con Terceros;15207.4;BT;2011;CNE;C03322;1
>10;0;<24, 48];Febrero;192.86;193.03;386.4;3/02/2014;15;TAT  Tratamiento al Titu;755.13;BT;2010;CEF;C03324;0
>10;0;<24, 48];Febrero;192.86;193.03;386.4;24/02/2014;10;PDP  Promesa De Pago;755.13;BT;2010;CEF;C03325;0
>10;0;<24, 48];Febrero;192.86;193.03;386.4;13/02/2014;9;MCT  Msj Con Terceros;755.13;BT;2010;CNE;C03326;0
<=10;0;>48;Febrero;971.92;0;0;13/02/2014;12;MCO  Msj Con Conyuge;10073.3;BT;2012;CEF;C03327;1
<=10;0;>48;Febrero;803.74;809.97;810.81;11/02/2014;10;PAR  Promesa Parcial;22891.8;BT;2013;CEF;C03328;0
<=10;0;<24, 48];Febrero;289.68;669.62;1351.21;5/02/2014;15;MCO  Msj Con Conyuge;17341.1;BT;2013;CEF;C03329;0
<=10;0;<24, 48];Febrero;289.68;669.62;1351.21;3/02/2014;18;MCT  Msj Con Terceros;17341.1;BT;2013;CNE;C03330;0
<=10;0;<24, 48];Febrero;3335.79;0;0;10/02/2014;16;TAT  Tratamiento al Titu;20696.3;BT;2012;CEF;C03331;1
<=10;0;<24, 48];Febrero;3335.79;0;0;12/02/2014;11;TELF. NO CORRESPONDE;20696.3;BT;2012;CNE;C03332;1
<=10;0;<24, 48];Febrero;3335.79;0;0;13/02/2014;16;MCT  Msj Con Terceros;20696.3;BT;2012;CNE;C03333;1
<=10;0;<24, 48];Febrero;3335.79;0;0;17/02/2014;13;MCT  Msj Con Terceros;20696.3;BT;2012;CNE;C03334;1
<=10;0;<24, 48];Febrero;3335.79;0;0;18/02/2014;16;MCT  Msj Con Terceros;20696.3;BT;2012;CNE;C03335;1
<=10;0;>48;Febrero;704.86;1413.22;629.04;3/02/2014;8;TELF. NO CORRESPONDE;22918.9;BT;2013;CNE;C03336;0
<=10;0;<24, 48];Febrero;2254.38;0;0;10/02/2014;8;MCT  Msj Con Terceros;18595.6;BT;2012;CNE;C03337;1
<=10;0;<24, 48];Febrero;2254.38;0;0;20/02/2014;17;MCT  Msj Con Terceros;18595.6;BT;2012;CNE;C03338;1
<=10;0;<24, 48];Febrero;337.93;0;0;4/02/2014;7;MCF  Msj Con Familiar;23457.3;BT;2012;CNE;C03339;0
>10;0;<24, 48];Febrero;411.93;418.34;416.59;7/02/2014;7;TAT  Tratamiento al Titu;9667.12;BT;2012;CEF;C03340;0
<=10;0;<24, 48];Febrero;1025.67;1025.35;0;11/02/2014;16;TELF. NO CORRESPONDE;27272.2;BT;2013;CNE;C03341;0
<=10;0;<24, 48];Febrero;1004.76;0;0;11/02/2014;8;PAR  Promesa Parcial;7563.88;BT;2010;CEF;C03342;0
<=10;0;<24, 48];Febrero;513.42;1027.45;518.52;27/02/2014;8;PDP  Promesa De Pago;10517.7;BT;2013;CEF;C03343;0
<=10;0;<24, 48];Febrero;513.42;1027.45;518.52;4/02/2014;10;MCF  Msj Con Familiar;10517.7;BT;2013;CNE;C03344;0
<=10;0;<24, 48];Febrero;513.42;1027.45;518.52;11/02/2014;11;MCF  Msj Con Familiar;10517.7;BT;2013;CNE;C03345;0
<=10;0;<=24;Febrero;271.16;906.02;906.02;4/02/2014;11;MCT  Msj Con Terceros;4013.97;BT;2013;CNE;C03348;0
>10;0;<24, 48];Febrero;450.27;437.37;450.85;12/02/2014;7;MCO  Msj Con Conyuge;3026.6;BT;2011;CEF;C03349;0
