ID.Cliente;Genero;Mayor65años;Socio;Dependientes;pemanencia;PhoneService;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No servicio Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;Churn
3717-OEAUQ;Masculino;0;No;No;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;70.7;129.2;No
4538-WNTMJ;Femenino;0;Si;Si;46;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;24.95;1165.9;No
3334-CTHOL;Femenino;0;No;No;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);49.95;49.95;Si
4704-ERYFC;Femenino;0;Si;No;22;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.25;1554;Si
9432-RUVSL;Femenino;0;No;No;48;Si;No;Fibra Optica;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);102.5;4904.25;No
8060-HIWJJ;Masculino;0;No;No;64;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);86.55;5632.55;No
7684-XSZIY;Masculino;0;Si;Si;72;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);24.3;1643.25;No
9089-UOWJG;Femenino;0;Si;Si;12;Si;No;DSL;No;No;Si;No;Si;No;Mes a mes;Si;TarjetaCredito (automatico);58.35;740.55;No
8621-MNIHH;Femenino;1;Si;No;34;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;94.25;3217.55;Si
8039-ACLPL;Femenino;0;Si;Si;72;Si;No;DSL;Si;Si;Si;No;No;Si;Dos años;No;TarjetaCredito (automatico);68.75;4888.2;No
9885-AIBVB;Masculino;0;Si;No;29;Si;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;85.8;2440.25;No
1934-MKPXS;Masculino;0;Si;Si;33;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);20.1;620.55;No
2592-YKDIF;Femenino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.35;20.35;No
2272-JKMSI;Femenino;0;Si;Si;62;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;Cheque electronico;110.8;6840.95;No
0471-LVHGK;Masculino;0;Si;No;41;Si;Si;DSL;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;73;3001.2;Si
9518-RWHZL;Femenino;0;No;No;64;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);100.05;6254.2;Si
8714-CTZJW;Femenino;0;No;No;4;Si;No;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);82.85;319.6;No
3569-EDBPQ;Femenino;0;No;No;24;Si;Si;Fibra Optica;Si;No;No;Si;No;No;Mes a mes;Si;Cheque electronico;84.35;1938.05;No
3131-NWVFJ;Femenino;0;Si;Si;14;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.55;294.5;No
7521-YXVZY;Masculino;0;No;Si;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.95;58.3;No
5419-CONWX;Femenino;1;No;No;4;Si;No;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);99.8;442.85;Si
6240-EURKS;Femenino;0;No;Si;18;No;No servicio tel;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;35;553;Si
2373-NTKOD;Masculino;0;No;No;8;Si;No;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;66.25;546.45;No
1970-KKFWL;Femenino;0;No;No;35;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);23.3;797.1;No
6960-HVYXR;Femenino;0;No;No;1;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;76;76;Si
9337-SRRNI;Masculino;0;No;Si;66;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);25.3;1673.8;No
0895-UADGO;Masculino;0;No;Si;8;No;No servicio tel;DSL;Si;No;No;Si;No;Si;Dos años;Si;Cheque fisico;44.55;343.45;No
5678-VFNEQ;Femenino;0;Si;No;71;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);104.1;7412.25;No
5977-CKHON;Femenino;0;Si;Si;43;Si;Si;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;TransfBanca (automatica);92.55;4039;No
7024-OHCCK;Femenino;1;No;No;2;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;93.85;170.85;Si
2692-BUCFV;Masculino;1;No;No;29;Si;No;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);101.45;2948.6;No
7861-UVUFT;Femenino;0;Si;No;15;Si;No;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;84.3;1308.4;Si
1830-GGFNM;Masculino;0;Si;Si;65;Si;Si;Fibra Optica;Si;Si;Si;Si;No;No;Dos años;No;TarjetaCredito (automatico);94.55;6078.75;No
5302-BDJNT;Masculino;0;No;No;35;Si;Si;Fibra Optica;No;No;Si;Si;Si;No;Mes a mes;No;Cheque electronico;95.5;3418.2;No
5223-UZAVK;Masculino;0;No;No;64;Si;No;Fibra Optica;Si;Si;No;No;Si;Si;Un año;Si;TarjetaCredito (automatico);100.3;6603.8;No
4859-ZSRDZ;Femenino;0;Si;Si;58;No;No servicio tel;DSL;No;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);55.5;3166.9;No
5651-WYIPH;Femenino;1;No;No;18;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);49.85;865.75;No
9350-VLHMB;Masculino;0;Si;Si;67;Si;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;TransfBanca (automatica);89.55;6373.1;No
3498-LZGQZ;Masculino;0;Si;Si;63;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;19.15;1177.05;No
8785-CJSHH;Femenino;0;Si;No;60;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;99.8;5985.75;No
5357-TZHPP;Masculino;1;No;No;9;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);84.4;732.5;Si
3870-SPZSI;Femenino;0;Si;Si;70;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);113.05;7869.05;No
0680-DFNNY;Masculino;0;Si;No;15;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;101.1;1504.05;Si
7560-QRBXH;Femenino;0;No;Si;48;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.95;936.7;No
7077-XJMET;Masculino;0;Si;No;12;Si;No;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;74.15;741.4;No
8752-GHJFU;Masculino;1;Si;No;71;Si;Si;Fibra Optica;Si;Si;Si;Si;No;No;Un año;Si;Cheque electronico;92;6585.2;No
6896-SRVYQ;Masculino;1;No;No;44;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;73.85;3122.4;No
7767-UXAGJ;Masculino;0;No;No;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;50.45;50.45;Si
4652-ODEVH;Masculino;0;Si;Si;45;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;24.45;1088.25;No
6510-UPNKS;Femenino;0;No;No;23;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);24.8;615.35;No
6718-BDGHG;Femenino;0;Si;No;43;Si;Si;DSL;No;No;No;Si;Si;No;Un año;Si;TransfBanca (automatica);64.85;2908.2;No
9046-DQMTP;Masculino;0;No;No;35;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);20.75;739.9;No
6439-LAJXL;Masculino;0;Si;No;9;Si;No;DSL;Si;Si;No;Si;Si;No;Mes a mes;Si;Cheque fisico;68.95;593.85;No
1571-SAVHK;Masculino;0;No;No;12;Si;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque fisico;99.95;1132.75;Si
9052-VKDUW;Femenino;1;Si;No;65;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);109.4;7227.45;No
9546-CQJSU;Femenino;0;No;No;2;Si;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;91.4;193.6;Si
1666-JZPZT;Masculino;0;No;No;27;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;49;1291.35;No
5777-KJIRB;Femenino;0;No;No;40;Si;No;DSL;No;No;Si;No;No;No;Un año;Si;Cheque fisico;50.25;2023.55;No
0506-LVNGN;Femenino;1;No;No;5;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);75.55;349.65;Si
7677-SJJJK;Masculino;0;Si;Si;8;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);19.9;153.95;No
2480-EJWYP;Femenino;1;Si;No;58;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Un año;Si;TransfBanca (automatica);97.8;5458.8;No
3253-HKOKL;Femenino;0;Si;Si;52;Si;No;Fibra Optica;Si;No;Si;No;Si;Si;Un año;No;Cheque electronico;100.3;5244.45;No
7055-HNEOJ;Masculino;0;Si;No;3;Si;No;DSL;No;No;Si;Si;No;No;Mes a mes;Si;Cheque fisico;55.8;154.55;No
5514-YQENT;Masculino;0;No;Si;41;Si;No;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;111.15;4507.15;No
3211-AAPKX;Masculino;0;No;No;20;Si;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque fisico;98.55;2031.95;No
8445-DNBAE;Masculino;0;No;Si;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;50.05;50.05;No
2951-QOQTK;Masculino;0;No;Si;4;Si;Si;Fibra Optica;No;No;No;Si;No;No;Mes a mes;No;TarjetaCredito (automatico);80.8;332.45;Si
2958-NHPPS;Masculino;0;No;No;23;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;20.85;473.9;No
6806-YDEUL;Femenino;1;No;No;6;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);19.5;106.8;No
1735-XMJVH;Masculino;0;Si;Si;8;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.35;152.6;No
6890-PFRQX;Masculino;0;No;No;18;Si;Si;DSL;Si;No;Si;No;Si;No;Mes a mes;No;Cheque fisico;69.5;1199.4;No
0222-CNVPT;Masculino;1;No;No;52;No;No servicio tel;DSL;Si;No;No;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);48.8;2555.05;No
5899-OUVKV;Masculino;0;No;No;31;Si;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94.5;2979.2;No
8681-ICONS;Masculino;0;Si;Si;29;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.65;654.85;No
1621-YNCJH;Femenino;0;Si;No;36;Si;Si;Fibra Optica;Si;Si;Si;Si;No;Si;Dos años;Si;TarjetaCredito (automatico);106.05;3834.4;No
3473-XIIIT;Femenino;0;Si;No;16;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;100;1534.75;Si
6362-QHAFM;Masculino;0;Si;No;42;Si;Si;Fibra Optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;108.3;4586.15;No
7893-IXHRQ;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;20.55;20.55;Si
3070-BDOQC;Femenino;0;No;No;60;Si;No;Fibra Optica;No;Si;Si;No;Si;Si;Dos años;Si;Cheque electronico;99.65;5941.05;No
2952-QAYZF;Masculino;0;No;No;5;Si;Si;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;85.3;424.15;Si
6234-PFPXL;Masculino;0;Si;No;22;Si;Si;Fibra Optica;Si;No;No;Si;Si;No;Mes a mes;No;TarjetaCredito (automatico);95.9;2234.95;No
9824-QCJPK;Masculino;0;Si;No;36;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20;666.75;No
4763-PGDPO;Femenino;0;No;No;4;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;70.4;281;Si
4283-IVYCI;Masculino;0;No;No;9;Si;No;DSL;Si;No;No;Si;No;Si;Mes a mes;No;Cheque fisico;64.95;547.8;No
1866-OBPNR;Masculino;0;Si;Si;1;Si;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);74.6;74.6;No
8205-MQUGY;Masculino;0;Si;Si;12;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;49.2;571.15;No
8970-ANWXO;Femenino;0;No;No;23;Si;Si;DSL;No;No;No;Si;Si;Si;Un año;Si;Cheque fisico;73.75;1756.6;No
9480-BQJEI;Masculino;0;No;No;62;Si;Si;Fibra Optica;Si;Si;No;No;No;Si;Un año;Si;TransfBanca (automatica);92.3;5731.45;No
5394-SVGJV;Masculino;0;No;No;37;Si;Si;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;No;TransfBanca (automatica);98.8;3475.55;Si
6979-TNDEU;Femenino;0;No;No;8;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.2;156.85;No
9777-WJJPR;Masculino;0;Si;No;31;Si;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;No;TarjetaCredito (automatico);88.65;2683.2;No
9283-LZQOH;Masculino;0;Si;Si;13;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);74.4;896.75;Si
7079-QRCBC;Femenino;0;No;No;24;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;98.75;2407.3;Si
9495-SKLKD;Masculino;0;Si;Si;45;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;TransfBanca (automatica);95.95;4456.65;No
6048-UWKAL;Femenino;1;Si;No;69;Si;Si;Fibra Optica;No;Si;No;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);105.4;6998.95;No
5067-DGXLL;Masculino;0;No;No;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.25;36.8;No
5469-CTCWN;Masculino;0;Si;Si;61;Si;Si;Fibra Optica;Si;Si;No;No;Si;Si;Un año;Si;Cheque electronico;106;6547.7;Si
9851-QXEEQ;Masculino;0;No;No;41;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;104.7;4346.4;Si
6281-FKEWS;Femenino;0;No;No;44;No;No servicio tel;DSL;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;49.05;2265;No
8898-KASCD;Masculino;0;No;No;39;No;No servicio tel;DSL;No;No;Si;Si;No;No;Un año;No;Cheque fisico;35.55;1309.15;No
9242-TKFSV;Masculino;0;Si;Si;72;No;No servicio tel;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);65.1;4754.3;No
9290-SHCMB;Femenino;1;No;No;13;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;96.85;1235.55;No
0743-HNPFG;Femenino;0;Si;Si;51;Si;No;DSL;Si;Si;No;Si;No;Si;Un año;Si;TarjetaCredito (automatico);69.75;3562.5;No
2277-BKJKN;Femenino;1;Si;No;71;Si;No;Fibra Optica;No;Si;Si;No;Si;Si;Dos años;Si;Cheque electronico;99.2;7213.75;No
9809-IMGCQ;Masculino;1;No;No;22;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;96.7;2082.95;Si
5208-HFSBT;Femenino;0;No;No;2;Si;No;DSL;No;Si;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);55.05;102.75;Si
5035-PGZXH;Femenino;0;No;No;56;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Un año;Si;Cheque electronico;106.8;5914.4;No
8695-WDYEA;Masculino;0;No;No;1;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque fisico;51.25;51.25;No
6543-JXSOO;Femenino;0;Si;Si;23;Si;No;DSL;Si;Si;No;Si;No;No;Un año;Si;Cheque fisico;57.75;1282.85;No
8016-ZMGMO;Femenino;1;Si;No;66;Si;Si;DSL;No;Si;Si;No;Si;No;Un año;Si;TransfBanca (automatica);70.85;4738.85;No
8605-ITULD;Femenino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.55;19.55;No
3254-YRILK;Masculino;1;No;No;19;Si;Si;Fibra Optica;No;Si;No;No;Si;No;Mes a mes;Si;Cheque electronico;88.2;1775.8;Si
6416-YJTTB;Masculino;0;No;No;11;Si;No;Fibra Optica;Si;No;Si;No;No;No;Mes a mes;Si;TransfBanca (automatica);79.5;795.65;No
2667-WYLWJ;Femenino;0;Si;Si;8;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque fisico;19.75;145;Si
4472-VESGY;Femenino;0;Si;Si;52;Si;Si;Fibra Optica;Si;Si;Si;No;No;Si;Mes a mes;No;TransfBanca (automatica);98.15;4993.4;No
3195-TQDZX;Masculino;0;No;No;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;20.25;61.45;No
3128-YOVTD;Femenino;0;Si;Si;51;Si;No;Fibra Optica;Si;Si;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);79.15;4018.55;No
0529-ONKER;Masculino;1;No;No;15;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;75.65;1146.65;Si
1728-CXQBE;Masculino;1;Si;No;64;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;94.25;6081.4;No
7041-TXQJH;Femenino;0;No;No;37;No;No servicio tel;DSL;No;No;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);40.2;1478.85;No
5014-GSOUQ;Masculino;0;No;No;13;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.95;243.65;No
5724-BIDBU;Masculino;0;Si;No;49;Si;Si;DSL;Si;No;No;No;No;No;Un año;Si;Cheque electronico;55.35;2633.95;No
0481-SUMCB;Femenino;1;No;No;45;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;TransfBanca (automatica);102.15;4735.35;No
1769-GRUIK;Femenino;0;No;No;18;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71.1;1247.75;No
5240-IJOQT;Masculino;1;No;No;1;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.7;74.7;Si
8819-WFGGJ;Masculino;0;Si;No;68;No;No servicio tel;DSL;Si;No;Si;No;Si;Si;Dos años;Si;TransfBanca (automatica);54.1;3794.5;No
7427-AUFPY;Masculino;0;No;No;54;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.65;1008.7;No
2811-POVEX;Femenino;1;Si;Si;23;Si;No;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;TransfBanca (automatica);88.45;2130.55;No
1092-GANHU;Masculino;0;No;No;17;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;76.65;1313.55;Si
7898-PDWQE;Masculino;0;Si;No;71;Si;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;No;TarjetaCredito (automatico);80.4;5727.15;No
9972-EWRJS;Femenino;0;Si;Si;67;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);19.25;1372.9;No
9314-IJWSQ;Femenino;0;Si;Si;14;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;84.8;1203.9;No
0661-XEYAN;Femenino;1;No;No;1;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;25.8;25.8;Si
5799-JRCZO;Femenino;0;No;Si;63;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.5;1215.1;No
1921-KYSAY;Femenino;0;No;No;41;Si;Si;DSL;No;No;Si;Si;No;Si;Un año;Si;Cheque electronico;68.6;2877.05;No
6198-RTPMF;Femenino;0;Si;No;17;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;No;Cheque electronico;92.6;1579.7;No
2924-KHUVI;Masculino;0;Si;No;56;Si;Si;Fibra Optica;Si;No;No;No;Si;Si;Un año;Si;Cheque electronico;100.55;5514.95;No
1925-GMVBW;Femenino;0;No;No;5;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.55;96.1;No
7881-EVUAD;Femenino;0;No;No;2;No;No servicio tel;DSL;Si;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;42.6;72.4;Si
6184-DYUOB;Femenino;0;Si;No;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.6;55.25;No
9207-ZPANB;Masculino;0;No;No;37;Si;Si;DSL;Si;Si;Si;Si;No;No;Un año;No;Cheque electronico;67.45;2443.3;No
5766-XQXMQ;Femenino;0;No;No;29;Si;No;DSL;Si;Si;Si;No;No;Si;Mes a mes;Si;TransfBanca (automatica);68.85;1970.5;Si
9327-QSDED;Masculino;0;No;No;8;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;43.55;335.4;No
1656-DRSMG;Femenino;0;No;No;63;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);109.85;7002.95;No
3012-VFFMN;Femenino;0;Si;Si;7;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.65;158.95;No
2984-AFWNC;Femenino;0;No;No;3;Si;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;95.4;293.15;No
0640-YJTPY;Masculino;0;Si;Si;72;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);21;1493.75;No
8096-LOIST;Femenino;0;No;No;19;Si;No;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;56.2;1093.4;No
9764-REAFF;Femenino;0;Si;No;59;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);18.4;1057.85;No
3703-VAVCL;Masculino;0;Si;Si;2;Si;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;No;TarjetaCredito (automatico);90;190.05;Si
7107-UBYKY;Femenino;0;Si;Si;35;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;25.75;882.55;No
4881-GQJTW;Masculino;0;No;No;14;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);19.6;300.4;No
8519-QJGJD;Femenino;0;No;No;14;Si;No;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;Cheque electronico;75.35;1025.95;Si
7876-DNYAP;Femenino;0;Si;Si;69;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.8;1436.95;No
7905-NJMXS;Masculino;1;Si;No;7;Si;Si;DSL;Si;Si;No;Si;No;No;Mes a mes;No;Cheque electronico;64.2;475;No
2882-WDTBA;Masculino;0;Si;Si;69;Si;No;DSL;Si;Si;Si;Si;Si;No;Dos años;Si;TransfBanca (automatica);75.75;5388.15;No
2091-GPPIQ;Femenino;0;Si;Si;72;Si;Si;DSL;No;Si;No;Si;Si;Si;Dos años;Si;Cheque electronico;78.95;5730.15;No
6326-MTTXK;Masculino;0;No;No;8;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;100.85;819.55;Si
5071-FBJFS;Femenino;0;Si;Si;4;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;50.3;217.1;No
2796-UUZZO;Masculino;0;Si;Si;63;Si;No;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);80.3;4896.35;No
2429-AYKKO;Masculino;0;No;No;72;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.85;1434.1;No
